,Start,7,,End,1042,,,0,,,,,,,,,,,
8,41153.92,155.31,30.85,0,184.91,,,,,,,,31.32,#N/A,0,184.91,,,
8,41153.96,155.5,31.04,0,184.91,,,,,,,,31.51,#N/A,0,184.91,,,
8,41154.00,0.017166667,0,0,184.91,,,,,,,,-3.46945E-17,#N/A,0,184.91,,,
8,41154.04,0.2,0,0,184.91,,,,,,,,0.182833333,#N/A,0,184.91,,,
8,41154.08,0.39,0,0,184.91,,,,,,,,0.372833333,#N/A,0,184.91,,,
8,41154.13,0.58,0,0,184.91,,,,,,,,0.562833333,#N/A,0,184.91,,,
8,41154.14,0.63,0,0,184.91,,,,,,,,0.612833333,#N/A,0,184.91,,,
8,41154.17,0.77,0,0,184.91,,,,,,,,0.752833333,#N/A,0,184.91,,,
8,41154.21,1.04,0,0,184.89,,,,,,,,1.022833333,#N/A,0,184.89,,,
8,41154.25,1.23,0,0,184.89,,,,,,,,1.212833333,#N/A,0,184.89,,,
8,41154.25,1.23,0,0,184.89,,,,,,,,1.212833333,#N/A,0,184.89,,,
8,41154.29,1.42,0,0,184.89,,,,,,,,1.402833333,#N/A,0,184.89,,,
8,41154.35,1.68,0,0,184.89,,,,,,,,1.662833333,#N/A,0,184.89,,,
8,41154.38,1.81,0,0,184.89,,,,,,,,1.792833333,#N/A,0,184.89,,,
8,41154.42,2.01,0,0,184.89,,,,,,,,1.992833333,#N/A,0,184.89,,,
8,41154.46,2.2,0,0,184.89,,,,,,,,2.182833333,#N/A,0,184.89,,,
8,41154.50,2.39,0,0,184.89,,,,,,,,2.372833333,#N/A,0,184.89,,,
8,41154.54,2.58,0,0,184.89,,,,,,,,2.562833333,#N/A,0,184.89,,,
8,41154.58,2.77,0,0,184.89,,,,,,,,2.752833333,#N/A,0,184.89,,,
8,41154.64,2.96,0,0,184.87,,,,,,,,2.942833333,#N/A,0,184.87,,,
8,41154.67,2.96,0,0,184.87,,,,,,,,2.942833333,#N/A,0,184.87,,,
8,41154.71,4.24,0,11.54,184.52,,,,,,,,4.222833333,#N/A,11.54,184.52,,,
8,41154.75,13.98,0.52,11.54,181.89,,,,,,,,13.96283333,#N/A,11.54,181.89,,,
8,41154.79,16.19,2.73,0,181.3,,,,,,,,16.17283333,#N/A,0,181.3,,,
8,41154.80,16.19,2.73,0,181.3,,,,,,,,16.17283333,#N/A,0,181.3,,,
8,41154.83,16.19,2.73,0,181.3,,,,,,,,16.17283333,#N/A,0,181.3,,,
8,41154.88,16.19,2.73,0,181.3,,,,,,,,16.17283333,#N/A,0,181.3,,,
8,41154.92,16.19,2.73,0,181.3,,,,,,,,16.17283333,#N/A,0,181.3,,,
8,41154.96,16.19,2.73,0,181.3,,,,,,,,16.17283333,#N/A,0,181.3,,,
8,41155.00,16.19,2.73,0,181.3,,,,,,,,0,#N/A,0,181.3,,,
8,41155.06,16.19,2.73,0,181.3,,,,,,,,0,#N/A,0,181.3,,,
8,41155.08,16.19,2.73,0,181.3,,,,,,,,0,#N/A,0,181.3,,,
8,41155.13,16.19,2.73,0,181.3,,,,,,,,0,#N/A,0,181.3,,,
8,41155.14,16.19,2.73,0,181.3,,,,,,,,0,#N/A,0,181.3,,,
8,41155.21,16.19,2.73,0,181.3,,,,,,,,0,#N/A,0,181.3,,,
8,41155.25,16.19,2.73,0,181.3,,,,,,,,0,#N/A,0,181.3,,,
8,41155.29,17.79,2.73,2.21,180.82,,,,,,,,1.6,#N/A,2.21,180.82,,,
8,41155.33,19.03,2.73,0,180.47,,,,,,,,2.84,#N/A,0,180.47,,,
8,41155.38,19.23,2.73,0.27,180.47,,,,,,,,3.04,#N/A,0.27,180.47,,,
8,41155.42,19.42,2.73,0,180.47,,,,,,,,3.23,#N/A,0,180.47,,,
8,41155.43,19.47,2.73,0,180.47,,,,,,,,3.28,#N/A,0,180.47,,,
8,41155.47,22.21,2.73,4.04,179.69,,,,,,,,6.02,#N/A,4.04,179.69,,,
8,41155.50,23.39,2.73,0,179.39,,,,,,,,7.2,#N/A,0,179.39,,,
8,41155.54,23.74,2.73,0,179.32,,,,,,,,7.55,#N/A,0,179.32,,,
8,41155.60,24.1,2.73,0,179.26,,,,,,,,7.91,#N/A,0,179.26,,,
8,41155.63,24.26,2.73,0,179.25,,,,,,,,8.07,#N/A,0,179.25,,,
8,41155.67,24.56,2.73,0,179.22,,,,,,,,8.37,#N/A,0,179.22,,,
8,41155.71,30.56,2.73,11.86,177.62,,,,,,,,14.37,#N/A,11.86,177.62,,,
8,41155.75,40.58,2.73,11.97,174.91,,,,,,,,24.39,#N/A,11.97,174.91,,,
8,41155.79,50.06,12.21,11.54,172.32,,,,,,,,33.87,#N/A,11.54,172.32,,,
8,41155.83,52.45,14.6,0,171.66,,,,,,,,36.26,#N/A,0,171.66,,,
8,41155.88,52.45,14.6,0,171.66,,,,,,,,36.26,#N/A,0,171.66,,,
8,41155.89,52.45,14.6,0,171.66,,,,,,,,36.26,#N/A,0,171.66,,,
8,41155.92,52.45,14.6,0,171.66,,,,,,,,36.26,#N/A,0,171.66,,,
8,41155.96,52.45,14.6,0,171.66,,,,,,,,36.26,#N/A,0,171.66,,,
8,41156.00,52.45,14.6,0,171.66,,,,,,,,0,#N/A,0,171.66,,,
8,41156.04,52.45,14.6,0,171.66,,,,,,,,0,#N/A,0,171.66,,,
8,41156.08,52.45,14.6,0,171.66,,,,,,,,0,#N/A,0,171.66,,,
8,41156.13,52.45,14.6,0,171.66,,,,,,,,0,#N/A,0,171.66,,,
8,41156.17,52.47,14.6,0,171.65,,,,,,,,0.02,#N/A,0,171.65,,,
8,41156.21,52.47,14.6,0,171.65,,,,,,,,0.02,#N/A,0,171.65,,,
8,41156.25,52.47,14.6,0,171.65,,,,,,,,0.02,#N/A,0,171.65,,,
8,41156.29,52.47,14.6,0,171.65,,,,,,,,0.02,#N/A,0,171.65,,,
8,41156.33,53.12,14.6,4.04,171.48,,,,,,,,0.67,#N/A,4.04,171.48,,,
8,41156.35,54,14.6,4.04,171.25,,,,,,,,1.55,#N/A,4.04,171.25,,,
8,41156.38,55.89,14.6,1.55,170.71,,,,,,,,3.44,#N/A,1.55,170.71,,,
8,41156.42,56.42,14.6,0,170.58,,,,,,,,3.97,#N/A,0,170.58,,,
8,41156.43,56.42,14.6,0,170.58,,,,,,,,3.97,#N/A,0,170.58,,,
8,41156.46,56.42,14.6,0,170.58,,,,,,,,3.97,#N/A,0,170.58,,,
8,41156.49,56.42,14.6,0,170.58,,,,,,,,3.97,#N/A,0,170.58,,,
8,41156.50,56.42,14.6,0,170.58,,,,,,,,3.97,#N/A,0,170.58,,,
8,41156.54,56.42,14.6,0,170.58,,,,,,,,3.97,#N/A,0,170.58,,,
8,41156.58,56.42,14.6,0,170.58,,,,,,,,3.97,#N/A,0,170.58,,,
8,41156.60,56.42,14.6,0,170.58,,,,,,,,3.97,#N/A,0,170.58,,,
8,41156.60,56.42,14.6,0,170.58,,,,,,,,3.97,#N/A,0,170.58,,,
8,41156.63,56.42,14.6,0,170.58,,,,,,,,3.97,#N/A,0,170.58,,,
8,41156.64,56.64,14.6,3.94,170.52,,,,,,,,4.19,#N/A,3.94,170.52,,,
8,41156.65,57.67,14.6,15.25,170.24,,,,,,,,5.22,#N/A,15.25,170.24,,,
8,41156.67,58.74,14.6,0.27,169.97,,,,,,,,6.29,#N/A,0.27,169.97,,,
8,41156.68,58.82,14.6,0.27,169.95,,,,,,,,6.37,#N/A,0.27,169.95,,,
8,41156.71,60.87,14.6,0,169.42,,,,,,,,8.42,#N/A,0,169.42,,,
8,41156.75,65.38,14.6,11.65,168.22,,,,,,,,12.93,#N/A,11.65,168.22,,,
8,41156.79,73.49,22.71,0,166,,,,,,,,21.04,#N/A,0,166,,,
8,41156.83,73.49,22.71,0,166,,,,,,,,21.04,#N/A,0,166,,,
8,41156.88,73.49,22.71,0,166,,,,,,,,21.04,#N/A,0,166,,,
8,41156.92,73.49,22.71,0,166,,,,,,,,21.04,#N/A,0,166,,,
8,41156.96,73.49,22.71,0,166,,,,,,,,21.04,#N/A,0,166,,,
8,41157.00,73.49,22.71,0,166,,,,,,,,0,#N/A,0,166,,,
8,41157.04,0.01,0,0,166,,,,,,,,0.01,#N/A,0,166,,,
8,41157.08,0.01,0,0,166,,,,,,,,0.01,#N/A,0,166,,,
8,41157.13,0.01,0,0,166,,,,,,,,0.01,#N/A,0,166,,,
8,41157.14,0.01,0,0,166,,,,,,,,0.01,#N/A,0,166,,,
8,41157.17,0.01,0,0,166,,,,,,,,0.01,#N/A,0,166,,,
8,41157.18,0.01,0,0,166,,,,,,,,0.01,#N/A,0,166,,,
8,41157.19,0.01,0,0,166,,,,,,,,0.01,#N/A,0,166,,,
8,41157.21,0.01,0,0,166,,,,,,,,0.01,#N/A,0,166,,,
8,41157.25,0.01,0,0,166,,,,,,,,0.01,#N/A,0,166,,,
8,41157.25,0.01,0,0,166,,,,,,,,0.01,#N/A,0,166,,,
8,41157.29,0.01,0,0,166,,,,,,,,0.01,#N/A,0,166,,,
8,41157.33,0.01,0,0,166,,,,,,,,0.01,#N/A,0,166,,,
8,41157.38,0.01,0,0,166,,,,,,,,0.01,#N/A,0,166,,,
8,41157.42,0.01,0,0,166,,,,,,,,0.01,#N/A,0,166,,,
8,41157.46,0.01,0,0,166,,,,,,,,0.01,#N/A,0,166,,,
8,41157.50,0.01,0,0,166,,,,,,,,0.01,#N/A,0,166,,,
8,41157.51,0.01,0,0,166,,,,,,,,0.01,#N/A,0,166,,,
8,41157.54,0.01,0,0,166,,,,,,,,0.01,#N/A,0,166,,,
8,41157.55,0.01,0,0,166,,,,,,,,0.01,#N/A,0,166,,,
8,41157.58,0.67,0.66,4.04,165.72,,,,,,,,0.67,#N/A,4.04,165.72,,,
8,41157.63,1.62,1.61,0.27,165.36,,,,,,,,1.62,#N/A,0.27,165.36,,,
8,41157.67,2.07,2.06,12.19,165.23,,,,,,,,2.07,#N/A,12.19,165.23,,,
8,41157.71,12.36,12.35,11.54,160.88,,,,,,,,12.36,#N/A,11.54,160.88,,,
8,41157.71,12.36,12.35,11.54,160.88,,,,,,,,12.36,#N/A,11.54,160.88,,,
8,41157.72,14.59,14.58,11.86,159.93,,,,,,,,14.59,#N/A,11.86,159.93,,,
8,41157.75,21.32,21.31,11.86,157.11,,,,,,,,21.32,#N/A,11.86,157.11,,,
8,41157.79,26.41,26.4,0,154.97,,,,,,,,26.41,#N/A,0,154.97,,,
8,41157.83,26.41,26.4,0,154.97,,,,,,,,26.41,#N/A,0,154.97,,,
8,41157.83,26.41,26.4,0,154.97,,,,,,,,26.41,#N/A,0,154.97,,,
8,41157.85,26.41,26.4,0,154.97,,,,,,,,26.41,#N/A,0,154.97,,,
8,41157.88,26.41,26.4,0,154.97,,,,,,,,26.41,#N/A,0,154.97,,,
8,41157.88,26.41,26.4,0,154.97,,,,,,,,26.41,#N/A,0,154.97,,,
8,41157.92,26.41,26.4,0,154.97,,,,,,,,26.41,#N/A,0,154.97,,,
8,41157.96,26.41,26.4,0,154.97,,,,,,,,26.41,#N/A,0,154.97,,,
8,41158.00,26.41,26.4,0,154.97,,,,,,,,0,#N/A,0,154.97,,,
8,41158.04,26.41,26.4,0,154.97,,,,,,,,0,#N/A,0,154.97,,,
8,41158.08,26.41,26.4,0,154.97,,,,,,,,0,#N/A,0,154.97,,,
8,41158.13,26.41,26.4,0,154.97,,,,,,,,0,#N/A,0,154.97,,,
8,41158.13,26.41,26.4,0,154.97,,,,,,,,0,#N/A,0,154.97,,,
8,41158.17,29.07,26.4,0,154.26,,,,,,,,2.66,#N/A,0,154.26,,,
8,41158.21,29.07,26.4,0,154.26,,,,,,,,2.66,#N/A,0,154.26,,,
8,41158.22,29.07,26.4,0,154.26,,,,,,,,2.66,#N/A,0,154.26,,,
8,41158.25,29.07,26.4,0,154.26,,,,,,,,2.66,#N/A,0,154.26,,,
8,41158.29,29.07,26.4,0,154.26,,,,,,,,2.66,#N/A,0,154.26,,,
8,41158.33,29.07,26.4,0,154.26,,,,,,,,2.66,#N/A,0,154.26,,,
8,41158.38,29.07,26.4,0,154.26,,,,,,,,2.66,#N/A,0,154.26,,,
8,41158.38,29.07,26.4,0,154.26,,,,,,,,2.66,#N/A,0,154.26,,,
8,41158.39,29.07,26.4,0,154.26,,,,,,,,2.66,#N/A,0,154.26,,,
8,41158.42,29.07,26.4,0,154.26,,,,,,,,2.66,#N/A,0,154.26,,,
8,41158.46,29.07,26.4,0,154.26,,,,,,,,2.66,#N/A,0,154.26,,,
8,41158.50,29.07,26.4,0,154.26,,,,,,,,2.66,#N/A,0,154.26,,,
8,41158.55,29.54,26.4,1.77,154.13,,,,,,,,3.13,#N/A,1.77,154.13,,,
8,41158.56,29.58,26.4,1.55,154.12,,,,,,,,3.17,#N/A,1.55,154.12,,,
8,41158.65,0,0,0,154.12,,,,,,,,0,#N/A,0,154.12,,,
8,41158.67,0,0,0,154.12,,,,,,,,0,#N/A,0,154.12,,,
8,41159.00,0.01,0,0,150.49,,,,,,,,0,#N/A,0,150.49,,,
8,41159.04,0.01,0,0,150.49,,,,,,,,0,#N/A,0,150.49,,,
8,41159.08,0.01,0,0,150.49,,,,,,,,0,#N/A,0,150.49,,,
8,41159.13,0.88,0,0,150.26,,,,,,,,0.87,#N/A,0,150.26,,,
8,41159.17,3.54,0,0,149.54,,,,,,,,3.53,#N/A,0,149.54,,,
8,41160.01,0.01,0,0,137.47,,,,,,,,0,#N/A,0,137.47,,,
8,41160.04,0.01,0,0,137.47,,,,,,,,0,#N/A,0,137.47,,,
8,41160.04,0.01,0,0,137.47,,,,,,,,0,#N/A,0,137.47,,,
8,41160.08,0.01,0,0,137.47,,,,,,,,0,#N/A,0,137.47,,,
8,41160.13,0.01,0,0,137.47,,,,,,,,0,#N/A,0,137.47,,,
8,41160.33,4.24,0,1.15,136.28,,,,,,,,4.23,#N/A,1.15,136.28,,,
8,41160.46,7.25,0,1.23,135.44,,,,,,,,7.24,#N/A,1.23,135.44,,,
8,41160.46,7.25,0,1.23,135.44,,,,,,,,7.24,#N/A,1.23,135.44,,,
8,41161.00,0.01,0,0,124.71,,,,,,,,0,#N/A,0,124.71,,,
8,41161.00,0.01,0,0,124.71,,,,,,,,0,#N/A,0,124.71,,,
8,41161.00,0.01,0,0,124.71,,,,,,,,0,#N/A,0,124.71,,,
8,41161.04,0.01,0,0,124.71,,,,,,,,0,#N/A,0,124.71,,,
8,41161.08,0.01,0,0,124.71,,,,,,,,0,#N/A,0,124.71,,,
8,41161.13,0.01,0,0,124.71,,,,,,,,0,#N/A,0,124.71,,,
8,41161.35,1.88,0,0,124.18,,,,,,,,1.87,#N/A,0,124.18,,,
8,41161.38,1.88,0,0,124.18,,,,,,,,1.87,#N/A,0,124.18,,,
8,41161.46,2.65,0,0,124.02,,,,,,,,2.64,#N/A,0,124.02,,,
8,41161.50,3.1,0,0,123.89,,,,,,,,3.09,#N/A,0,123.89,,,
8,41161.61,3.1,0,0,123.89,,,,,,,,3.09,#N/A,0,123.89,,,
8,41161.67,3.28,0,0,123.84,,,,,,,,3.27,#N/A,0,123.84,,,
8,41162.00,0.01,0,0,117.13,,,,,,,,0,#N/A,0,117.13,,,
8,41162.01,0.01,0,0,117.13,,,,,,,,0,#N/A,0,117.13,,,
8,41162.04,0.01,0,0,117.13,,,,,,,,0,#N/A,0,117.13,,,
8,41162.09,0.01,0,0,117.13,,,,,,,,0,#N/A,0,117.13,,,
8,41162.11,1.29,0,0,116.78,,,,,,,,1.28,#N/A,0,116.78,,,
8,41163.00,0.01,0,0,105.88,,,,,,,,0,#N/A,0,105.88,,,
8,41163.04,0.01,0,0,105.88,,,,,,,,0,#N/A,0,105.88,,,
8,41163.08,0.01,0,0,105.88,,,,,,,,0,#N/A,0,105.88,,,
8,41163.08,0.01,0,0,105.88,,,,,,,,0,#N/A,0,105.88,,,
8,41163.13,0.01,0,0,105.88,,,,,,,,0,#N/A,0,105.88,,,
8,41163.20,0.01,0,0,105.88,,,,,,,,0,#N/A,0,105.88,,,
8,41163.54,9.67,0,1.15,103.21,,,,,,,,9.66,#N/A,1.15,103.21,,,
8,41163.54,9.72,0,1.15,103.2,,,,,,,,9.71,#N/A,1.15,103.2,,,
8,41163.58,10.71,0,1.06,102.98,,,,,,,,10.7,#N/A,1.06,102.98,,,
8,41163.61,11.29,0,1.15,102.85,,,,,,,,11.28,#N/A,1.15,102.85,,,
8,41163.62,12.68,0,10.29,102.49,,,,,,,,12.67,#N/A,10.29,102.49,,,
8,41163.63,12.97,0,0,102.41,,,,,,,,12.96,#N/A,0,102.41,,,
8,41163.67,13,0,0,102.4,,,,,,,,12.99,#N/A,0,102.4,,,
8,41163.71,13,0,0,102.4,,,,,,,,12.99,#N/A,0,102.4,,,
8,41163.75,19.52,6.52,10.72,99.67,,,,,,,,19.51,#N/A,10.72,99.67,,,
8,41163.79,28.06,15.06,10.63,96.07,,,,,,,,28.05,#N/A,10.63,96.07,,,
8,41163.83,29.43,16.43,0,95.49,,,,,,,,29.42,#N/A,0,95.49,,,
8,41163.88,29.43,16.43,0,95.49,,,,,,,,29.42,#N/A,0,95.49,,,
8,41163.92,29.43,16.43,0,95.49,,,,,,,,29.42,#N/A,0,95.49,,,
8,41163.96,29.43,16.43,0,95.49,,,,,,,,29.42,#N/A,0,95.49,,,
8,41164.00,29.43,16.43,0,95.49,,,,,,,,0,#N/A,0,95.49,,,
8,41164.04,29.43,16.43,0,95.49,,,,,,,,0,#N/A,0,95.49,,,
8,41164.08,29.43,16.43,0,95.49,,,,,,,,0,#N/A,0,95.49,,,
8,41164.13,30.79,16.43,0,95.13,,,,,,,,1.36,#N/A,0,95.13,,,
8,41164.17,31.21,16.43,0,95.02,,,,,,,,1.78,#N/A,0,95.02,,,
8,41164.21,31.32,16.43,0,95,,,,,,,,1.89,#N/A,0,95,,,
8,41164.25,32.22,16.43,1.32,94.74,,,,,,,,2.79,#N/A,1.32,94.74,,,
8,41164.29,33.03,16.43,0,94.53,,,,,,,,3.6,#N/A,0,94.53,,,
8,41164.33,33.99,16.43,1.66,94.27,,,,,,,,4.56,#N/A,1.66,94.27,,,
8,41164.38,35.17,16.43,1.23,93.91,,,,,,,,5.74,#N/A,1.23,93.91,,,
8,41164.42,36.31,16.43,1.32,93.56,,,,,,,,6.88,#N/A,1.32,93.56,,,
8,41164.46,37.38,16.43,1.15,93.3,,,,,,,,7.95,#N/A,1.15,93.3,,,
8,41164.50,38.15,16.43,0,93.1,,,,,,,,8.72,#N/A,0,93.1,,,
8,41167.13,0.23,0,1.15,51.26,,,,,,,,0,#N/A,1.15,51.26,,,
8,41167.21,1.99,0,0.98,50.86,,,,,,,,1.76,#N/A,0.98,50.86,,,
8,41167.25,2.92,0,1.15,50.64,,,,,,,,2.69,#N/A,1.15,50.64,,,
8,41167.26,3.22,0,1.32,50.54,,,,,,,,2.99,#N/A,1.32,50.54,,,
8,41167.29,3.92,0,1.15,50.39,,,,,,,,3.69,#N/A,1.15,50.39,,,
8,41167.33,4.61,0,0,50.25,,,,,,,,4.38,#N/A,0,50.25,,,
8,41167.38,4.61,0,0,50.25,,,,,,,,4.38,#N/A,0,50.25,,,
8,41167.41,4.9,0,1.15,50.19,,,,,,,,4.67,#N/A,1.15,50.19,,,
8,41167.42,4.9,0,1.15,50.19,,,,,,,,4.67,#N/A,1.15,50.19,,,
8,41167.46,6.21,0,3.05,49.85,,,,,,,,5.98,#N/A,3.05,49.85,,,
8,41167.50,8.81,0,2.62,49.18,,,,,,,,8.58,#N/A,2.62,49.18,,,
8,41167.53,9.63,0,2.1,48.98,,,,,,,,9.4,#N/A,2.1,48.98,,,
8,41167.54,10.07,0,1.06,48.87,,,,,,,,9.84,#N/A,1.06,48.87,,,
8,41167.58,11.11,0,1.06,48.64,,,,,,,,10.88,#N/A,1.06,48.64,,,
8,41167.63,14.48,0,12.01,47.76,,,,,,,,14.25,#N/A,12.01,47.76,,,
8,41167.67,23.8,0,10.29,45.25,,,,,,,,23.57,#N/A,10.29,45.25,,,
8,41167.71,33.32,9.52,10.29,41.43,,,,,,,,33.09,#N/A,10.29,41.43,,,
8,41167.75,42.08,18.27,9.25,37.77,,,,,,,,41.85,#N/A,9.25,37.77,,,
8,41167.79,49.86,26.05,0,34.52,,,,,,,,49.63,#N/A,0,34.52,,,
8,41167.83,49.86,26.05,0,34.52,,,,,,,,49.63,#N/A,0,34.52,,,
8,41167.88,49.86,26.05,0,34.52,,,,,,,,49.63,#N/A,0,34.52,,,
8,41167.92,49.86,26.05,0,34.52,,,,,,,,49.63,#N/A,0,34.52,,,
8,41167.96,49.86,26.05,0,34.52,,,,,,,,49.63,#N/A,0,34.52,,,
8,41168.00,49.86,26.05,0,34.52,,,,,,,,0,#N/A,0,34.52,,,
8,41168.04,0.01,0,0,34.52,,,,,,,,0.01,#N/A,0,34.52,,,
8,41168.06,0.01,0,0,34.52,,,,,,,,0.01,#N/A,0,34.52,,,
8,41168.08,0.01,0,0,34.52,,,,,,,,0.01,#N/A,0,34.52,,,
8,41168.13,2.2,0,0,33.93,,,,,,,,2.2,#N/A,0,33.93,,,
8,41168.14,2.2,0,0,33.93,,,,,,,,2.2,#N/A,0,33.93,,,
8,41168.15,2.2,0,0,33.93,,,,,,,,2.2,#N/A,0,33.93,,,
8,41168.17,2.2,0,0,33.93,,,,,,,,2.2,#N/A,0,33.93,,,
8,41168.21,2.31,0,0,33.9,,,,,,,,2.31,#N/A,0,33.9,,,
8,41168.25,3.42,0,1.83,33.62,,,,,,,,3.42,#N/A,1.83,33.62,,,
8,41168.26,3.93,0,1.83,33.49,,,,,,,,3.93,#N/A,1.83,33.49,,,
8,41168.28,4.37,0,1.83,33.37,,,,,,,,4.37,#N/A,1.83,33.37,,,
8,41168.29,4.92,0,1.83,33.23,,,,,,,,4.92,#N/A,1.83,33.23,,,
8,41168.33,6.37,0,1.75,32.87,,,,,,,,6.37,#N/A,1.75,32.87,,,
8,41168.38,7.69,0,1.15,32.55,,,,,,,,7.69,#N/A,1.15,32.55,,,
8,41168.42,8.7,0,1.15,32.3,,,,,,,,8.7,#N/A,1.15,32.3,,,
8,41168.43,8.85,0,0,32.26,,,,,,,,8.85,#N/A,0,32.26,,,
