,Start,7,,End,1042,,,0,,,,,,,,,,,
1,41153.83,500.91,47.83,0,537.32,,,,,,,,49.98,0,#N/A,537.32,,,
1,41153.88,500.91,47.83,0,537.32,,,,,,,,49.98,0,#N/A,537.32,,,
1,41153.92,500.91,47.83,0,537.32,,,,,,,,49.98,0,#N/A,537.32,,,
1,41153.96,500.91,47.83,0,537.32,,,,,,,,49.98,0,#N/A,537.32,,,
1,41154.00,0.01,0,0,537.32,,,,,,,,0,0,#N/A,537.32,,,
1,41154.04,0.27,0,0,537.22,,,,,,,,0.26,0,#N/A,537.22,,,
1,41154.08,0.27,0,0,537.22,,,,,,,,0.26,0,#N/A,537.22,,,
1,41154.13,0.86,0,0,536.98,,,,,,,,0.85,0,#N/A,536.98,,,
1,41154.14,0.86,0,0,536.98,,,,,,,,0.85,0,#N/A,536.98,,,
1,41154.17,1.9,0,0,536.55,,,,,,,,1.89,0,#N/A,536.55,,,
1,41154.21,24.27,0,28.38,527.15,,,,,,,,24.26,0,#N/A,527.15,,,
1,41154.25,27.98,0,0,525.59,,,,,,,,27.97,0,#N/A,525.59,,,
1,41154.25,27.98,0,0,525.59,,,,,,,,27.97,0,#N/A,525.59,,,
1,41154.29,28.12,0,0,525.53,,,,,,,,28.11,0,#N/A,525.53,,,
1,41154.35,28.19,0,0,525.51,,,,,,,,28.18,0,#N/A,525.51,,,
1,41154.38,28.42,0,0,525.41,,,,,,,,28.41,0,#N/A,525.41,,,
1,41154.42,28.93,0,29.38,525.2,,,,,,,,28.92,0,#N/A,525.2,,,
1,41154.46,29.23,0,0,525.07,,,,,,,,29.22,0,#N/A,525.07,,,
1,41154.50,29.86,0,0,524.8,,,,,,,,29.85,0,#N/A,524.8,,,
1,41154.54,29.86,0,0,524.8,,,,,,,,29.85,0,#N/A,524.8,,,
1,41154.58,29.86,0,0,524.8,,,,,,,,29.85,0,#N/A,524.8,,,
1,41154.64,32.04,0,0,523.88,,,,,,,,32.03,0,#N/A,523.88,,,
1,41154.67,35.95,0,22.76,522.23,,,,,,,,35.94,0,#N/A,522.23,,,
1,41154.71,76.13,0,61.57,505.34,,,,,,,,76.12,0,#N/A,505.34,,,
1,41154.75,83.95,0.14,3.18,502.06,,,,,,,,83.94,0.14,#N/A,502.06,,,
1,41154.79,86.7,2.89,1.66,500.87,,,,,,,,86.69,2.89,#N/A,500.87,,,
1,41154.80,86.85,3.04,0.27,500.81,,,,,,,,86.84,3.04,#N/A,500.81,,,
1,41154.83,86.98,3.17,0,500.81,,,,,,,,86.97,3.17,#N/A,500.81,,,
1,41154.88,88.16,4.35,0,500.33,,,,,,,,88.15,4.35,#N/A,500.33,,,
1,41154.92,88.16,4.35,0,500.33,,,,,,,,88.15,4.35,#N/A,500.33,,,
1,41154.96,88.51,4.7,0,500.19,,,,,,,,88.5,4.7,#N/A,500.19,,,
1,41155.00,88.51,4.7,0,500.19,,,,,,,,0,0,#N/A,500.19,,,
1,41155.06,88.51,4.7,0,500.19,,,,,,,,0,0,#N/A,500.19,,,
1,41155.08,88.51,4.7,0,500.19,,,,,,,,0,0,#N/A,500.19,,,
1,41155.13,88.51,4.7,0,500.19,,,,,,,,0,0,#N/A,500.19,,,
1,41155.14,88.51,4.7,0,500.19,,,,,,,,0,0,#N/A,500.19,,,
1,41155.21,88.72,4.7,0,500.11,,,,,,,,0.21,0,#N/A,500.11,,,
1,41155.25,89.12,4.7,0,499.95,,,,,,,,0.61,0,#N/A,499.95,,,
1,41155.29,89.43,4.7,0,499.84,,,,,,,,0.92,0,#N/A,499.84,,,
1,41155.33,89.44,4.7,0,499.84,,,,,,,,0.93,0,#N/A,499.84,,,
1,41155.38,89.46,4.7,0,499.83,,,,,,,,0.95,0,#N/A,499.83,,,
1,41155.42,89.46,4.7,0,499.83,,,,,,,,0.95,0,#N/A,499.83,,,
1,41155.43,89.46,4.7,0,499.83,,,,,,,,0.95,0,#N/A,499.83,,,
1,41155.47,89.46,4.7,0,499.83,,,,,,,,0.95,0,#N/A,499.83,,,
1,41155.50,89.46,4.7,0,499.83,,,,,,,,0.95,0,#N/A,499.83,,,
1,41155.54,89.46,4.7,0,499.83,,,,,,,,0.95,0,#N/A,499.83,,,
1,41155.60,89.46,4.7,0,499.83,,,,,,,,0.95,0,#N/A,499.83,,,
1,41155.63,89.47,4.7,0,499.83,,,,,,,,0.96,0,#N/A,499.83,,,
1,41155.67,92.98,4.7,44.68,498.35,,,,,,,,4.47,0,#N/A,498.35,,,
1,41155.71,113.75,4.7,22.87,489.63,,,,,,,,25.24,0,#N/A,489.63,,,
1,41155.75,117.71,4.7,0,487.97,,,,,,,,29.2,0,#N/A,487.97,,,
1,41155.79,117.71,4.7,0,487.97,,,,,,,,29.2,0,#N/A,487.97,,,
1,41155.83,123.49,10.48,11.32,485.55,,,,,,,,34.98,5.78,#N/A,485.55,,,
1,41155.88,125.5,12.49,0,484.71,,,,,,,,36.99,7.79,#N/A,484.71,,,
1,41155.89,125.5,12.49,0.27,484.71,,,,,,,,36.99,7.79,#N/A,484.71,,,
1,41155.92,125.51,12.5,0,484.71,,,,,,,,37,7.8,#N/A,484.71,,,
1,41155.96,125.51,12.5,0,484.71,,,,,,,,37,7.8,#N/A,484.71,,,
1,41156.00,125.51,12.5,0,484.71,,,,,,,,0,0,#N/A,484.71,,,
1,41156.04,125.51,12.5,0,484.71,,,,,,,,0,0,#N/A,484.71,,,
1,41156.08,125.51,12.5,0,484.71,,,,,,,,0,0,#N/A,484.71,,,
1,41156.13,125.51,12.5,0,484.71,,,,,,,,0,0,#N/A,484.71,,,
1,41156.17,127.73,12.5,0,483.78,,,,,,,,2.22,0,#N/A,483.78,,,
1,41156.21,127.8,12.5,3.29,483.75,,,,,,,,2.29,0,#N/A,483.75,,,
1,41156.25,134.43,12.5,0,480.96,,,,,,,,8.92,0,#N/A,480.96,,,
1,41156.29,134.43,12.5,0,480.96,,,,,,,,8.92,0,#N/A,480.96,,,
1,41156.33,145.05,12.5,0,476.5,,,,,,,,19.54,0,#N/A,476.5,,,
1,41156.35,149.76,12.5,27.08,474.52,,,,,,,,24.25,0,#N/A,474.52,,,
1,41156.38,157.45,12.5,1.23,471.3,,,,,,,,31.94,0,#N/A,471.3,,,
1,41156.42,157.53,12.5,0,471.27,,,,,,,,32.02,0,#N/A,471.27,,,
1,41156.43,158.68,12.5,0,470.79,,,,,,,,33.17,0,#N/A,470.79,,,
1,41156.46,158.68,12.5,0,470.79,,,,,,,,33.17,0,#N/A,470.79,,,
1,41156.49,158.68,12.5,0,470.79,,,,,,,,33.17,0,#N/A,470.79,,,
1,41156.50,158.68,12.5,0,470.79,,,,,,,,33.17,0,#N/A,470.79,,,
1,41156.54,158.73,12.5,0,470.77,,,,,,,,33.22,0,#N/A,470.77,,,
1,41156.58,158.75,12.5,0,470.77,,,,,,,,33.24,0,#N/A,470.77,,,
1,41156.60,158.75,12.5,0,470.77,,,,,,,,33.24,0,#N/A,470.77,,,
1,41156.60,158.75,12.5,0,470.77,,,,,,,,33.24,0,#N/A,470.77,,,
1,41156.63,158.75,12.5,0,470.77,,,,,,,,33.24,0,#N/A,470.77,,,
1,41156.64,158.75,12.5,0,470.77,,,,,,,,33.24,0,#N/A,470.77,,,
1,41156.65,158.75,12.5,0,470.77,,,,,,,,33.24,0,#N/A,470.77,,,
1,41156.67,159.05,12.5,11.21,470.65,,,,,,,,33.54,0,#N/A,470.65,,,
1,41156.68,165.38,12.5,33.28,468,,,,,,,,39.87,0,#N/A,468,,,
1,41156.71,185.16,12.5,36.38,459.7,,,,,,,,59.65,0,#N/A,459.7,,,
1,41156.75,222.29,12.5,37.58,444.12,,,,,,,,96.78,0,#N/A,444.12,,,
1,41156.79,232.73,22.94,0,439.73,,,,,,,,107.22,10.44,#N/A,439.73,,,
1,41156.83,232.74,22.95,0,439.73,,,,,,,,107.23,10.45,#N/A,439.73,,,
1,41156.88,232.74,22.95,0,439.73,,,,,,,,107.23,10.45,#N/A,439.73,,,
1,41156.92,233.13,23.34,0,439.57,,,,,,,,107.62,10.84,#N/A,439.57,,,
1,41156.96,233.13,23.34,0,439.57,,,,,,,,107.62,10.84,#N/A,439.57,,,
1,41157.00,233.13,23.34,0,439.57,,,,,,,,0,0,#N/A,439.57,,,
1,41157.04,0.01,0,0,439.57,,,,,,,,0.01,0,#N/A,439.57,,,
1,41157.08,0.01,0,0,439.57,,,,,,,,0.01,0,#N/A,439.57,,,
1,41157.13,0.01,0,0,439.57,,,,,,,,0.01,0,#N/A,439.57,,,
1,41157.14,0.1,0,11,439.55,,,,,,,,0.1,0,#N/A,439.55,,,
1,41157.17,8.27,0,0,437.34,,,,,,,,8.27,0,#N/A,437.34,,,
1,41157.18,8.99,0.72,0,437.03,,,,,,,,8.99,0.72,#N/A,437.03,,,
1,41157.19,8.99,0.72,0,437.03,,,,,,,,8.99,0.72,#N/A,437.03,,,
1,41157.21,15.38,7.11,0,434.34,,,,,,,,15.38,7.11,#N/A,434.34,,,
1,41157.25,16.87,8.6,0,433.71,,,,,,,,16.87,8.6,#N/A,433.71,,,
1,41157.25,16.87,8.6,0,433.71,,,,,,,,16.87,8.6,#N/A,433.71,,,
1,41157.29,16.87,8.6,0,433.71,,,,,,,,16.87,8.6,#N/A,433.71,,,
1,41157.33,16.87,8.6,0,433.71,,,,,,,,16.87,8.6,#N/A,433.71,,,
1,41157.38,16.87,8.6,0,433.71,,,,,,,,16.87,8.6,#N/A,433.71,,,
1,41157.42,19.92,11.65,0,432.44,,,,,,,,19.92,11.65,#N/A,432.44,,,
1,41157.46,20.7,12.43,0.49,432.11,,,,,,,,20.7,12.43,#N/A,432.11,,,
1,41157.50,20.79,12.52,0.49,432.07,,,,,,,,20.79,12.52,#N/A,432.07,,,
1,41157.51,20.79,12.52,0,432.07,,,,,,,,20.79,12.52,#N/A,432.07,,,
1,41157.54,20.79,12.52,0,432.07,,,,,,,,20.79,12.52,#N/A,432.07,,,
1,41157.55,20.79,12.52,0,432.07,,,,,,,,20.79,12.52,#N/A,432.07,,,
1,41157.58,20.8,12.53,0.59,432.07,,,,,,,,20.8,12.53,#N/A,432.07,,,
1,41157.63,20.8,12.53,0.27,432.07,,,,,,,,20.8,12.53,#N/A,432.07,,,
1,41157.67,22.47,14.2,23.65,431.37,,,,,,,,22.47,14.2,#N/A,431.37,,,
1,41157.71,55.67,47.4,38.18,417.38,,,,,,,,55.67,47.4,#N/A,417.38,,,
1,41157.71,55.67,47.4,38.18,417.38,,,,,,,,55.67,47.4,#N/A,417.38,,,
1,41157.72,58.9,50.63,0,416.01,,,,,,,,58.9,50.63,#N/A,416.01,,,
1,41157.75,58.94,50.67,0,415.99,,,,,,,,58.94,50.67,#N/A,415.99,,,
1,41157.79,58.94,50.67,0,415.99,,,,,,,,58.94,50.67,#N/A,415.99,,,
1,41157.83,63.95,55.68,3.18,413.88,,,,,,,,63.95,55.68,#N/A,413.88,,,
1,41157.83,64.08,55.81,3.07,413.82,,,,,,,,64.08,55.81,#N/A,413.82,,,
1,41157.85,64.72,56.45,3.07,413.54,,,,,,,,64.72,56.45,#N/A,413.54,,,
1,41157.88,66.59,58.32,3.18,412.74,,,,,,,,66.59,58.32,#N/A,412.74,,,
1,41157.88,66.59,58.32,3.18,412.74,,,,,,,,66.59,58.32,#N/A,412.74,,,
1,41157.92,67.03,58.76,0,412.62,,,,,,,,67.03,58.76,#N/A,412.62,,,
1,41157.96,67.22,58.95,0,412.62,,,,,,,,67.22,58.95,#N/A,412.62,,,
1,41158.00,67.41,59.14,0,412.62,,,,,,,,0,0,#N/A,412.62,,,
1,41158.04,67.6,59.14,0,412.62,,,,,,,,0.19,0,#N/A,412.62,,,
1,41158.08,67.81,59.14,0,412.62,,,,,,,,0.4,0,#N/A,412.62,,,
1,41158.13,68.53,59.14,0,412.44,,,,,,,,1.12,0,#N/A,412.44,,,
1,41158.13,68.53,59.14,0,412.44,,,,,,,,1.12,0,#N/A,412.44,,,
1,41158.17,68.53,59.14,0,412.44,,,,,,,,1.12,0,#N/A,412.44,,,
1,41158.21,68.53,59.14,0,412.44,,,,,,,,1.12,0,#N/A,412.44,,,
1,41158.22,68.53,59.14,0,412.44,,,,,,,,1.12,0,#N/A,412.44,,,
1,41158.25,83.56,74.17,28.48,406.1,,,,,,,,16.15,15.03,#N/A,406.1,,,
1,41158.29,84.38,74.99,0,405.76,,,,,,,,16.97,15.85,#N/A,405.76,,,
1,41158.33,84.39,75,0,405.76,,,,,,,,16.98,15.86,#N/A,405.76,,,
1,41158.38,84.52,75.13,0,405.71,,,,,,,,17.11,15.99,#N/A,405.71,,,
1,41158.38,84.52,75.13,0,405.71,,,,,,,,17.11,15.99,#N/A,405.71,,,
1,41158.39,84.52,75.13,0,405.71,,,,,,,,17.11,15.99,#N/A,405.71,,,
1,41158.42,84.52,75.13,0,405.71,,,,,,,,17.11,15.99,#N/A,405.71,,,
1,41158.46,84.52,75.13,0,405.71,,,,,,,,17.11,15.99,#N/A,405.71,,,
1,41158.50,84.52,75.13,0,405.71,,,,,,,,17.11,15.99,#N/A,405.71,,,
1,41158.55,84.52,75.13,0.27,405.71,,,,,,,,17.11,15.99,#N/A,405.71,,,
1,41158.56,84.52,75.13,0,405.71,,,,,,,,17.11,15.99,#N/A,405.71,,,
1,41158.65,0,0,0,405.71,,,,,,,,0,0,#N/A,405.71,,,
1,41158.67,0.01,0.01,0,405.71,,,,,,,,0.01,0.01,#N/A,405.71,,,
1,41159.00,0.01,0,0,386.93,,,,,,,,0,0,#N/A,386.93,,,
1,41159.04,1.23,0,18.28,386.6,,,,,,,,1.22,0,#N/A,386.6,,,
1,41159.08,1.47,0,0,386.54,,,,,,,,1.46,0,#N/A,386.54,,,
1,41159.13,1.47,0,0,386.54,,,,,,,,1.46,0,#N/A,386.54,,,
1,41159.17,3.47,1.09,26.58,385.84,,,,,,,,3.46,1.09,#N/A,385.84,,,
1,41160.01,0.01,0,0.21,362.3,,,,,,,,0,0,#N/A,362.3,,,
1,41160.04,0.01,0,0,362.3,,,,,,,,0,0,#N/A,362.3,,,
1,41160.04,0.01,0,0.21,362.3,,,,,,,,0,0,#N/A,362.3,,,
1,41160.08,0.51,0,0,362.16,,,,,,,,0.5,0,#N/A,362.16,,,
1,41160.13,0.67,0,0,362.12,,,,,,,,0.66,0,#N/A,362.12,,,
1,41160.33,56.18,53.27,1.92,339.03,,,,,,,,56.17,53.27,#N/A,339.03,,,
1,41160.46,68.49,65.57,2.27,333.84,,,,,,,,68.48,65.57,#N/A,333.84,,,
1,41160.46,68.49,65.57,2.27,333.84,,,,,,,,68.48,65.57,#N/A,333.84,,,
1,41161.00,0.01,0,0,318.46,,,,,,,,0,0,#N/A,318.46,,,
1,41161.00,0.01,0,0,318.46,,,,,,,,0,0,#N/A,318.46,,,
1,41161.00,0.01,0,0,318.46,,,,,,,,0,0,#N/A,318.46,,,
1,41161.04,0.01,0,0,318.46,,,,,,,,0,0,#N/A,318.46,,,
1,41161.08,0.01,0,0,318.46,,,,,,,,0,0,#N/A,318.46,,,
1,41161.13,0.01,0,0,318.46,,,,,,,,0,0,#N/A,318.46,,,
1,41161.35,16.8,11.74,2.27,312.14,,,,,,,,16.79,11.74,#N/A,312.14,,,
1,41161.38,18.16,13.1,2.19,311.55,,,,,,,,18.15,13.1,#N/A,311.55,,,
1,41161.46,24.04,18.99,1.58,309.04,,,,,,,,24.03,18.99,#N/A,309.04,,,
1,41161.50,25.9,20.85,2.01,308.24,,,,,,,,25.89,20.85,#N/A,308.24,,,
1,41161.61,80.54,75.48,26.02,285.22,,,,,,,,80.53,75.48,#N/A,285.22,,,
1,41161.67,94.09,89.03,33.62,279.5,,,,,,,,94.08,89.03,#N/A,279.5,,,
1,41162.00,2.26,0,20.87,221.36,,,,,,,,0,0,#N/A,221.36,,,
1,41162.01,4.95,0,20.25,220.64,,,,,,,,2.69,0,#N/A,220.64,,,
1,41162.04,16.14,0,11.93,217.61,,,,,,,,13.88,0,#N/A,217.61,,,
1,41162.09,26.48,0,11.32,214.86,,,,,,,,24.22,0,#N/A,214.86,,,
1,41162.11,31.84,0,11.15,213.42,,,,,,,,29.58,0,#N/A,213.42,,,
1,41163.00,0.01,0,0,128.79,,,,,,,,0,0,#N/A,128.79,,,
1,41163.04,0.01,0,0,128.79,,,,,,,,0,0,#N/A,128.79,,,
1,41163.08,0.01,0,0,128.79,,,,,,,,0,0,#N/A,128.79,,,
1,41163.08,0.01,0,0,128.79,,,,,,,,0,0,#N/A,128.79,,,
1,41163.13,1.5,0,0,128.4,,,,,,,,1.49,0,#N/A,128.4,,,
1,41163.20,6.5,0,4.49,127.03,,,,,,,,6.49,0,#N/A,127.03,,,
1,41163.54,55.21,0,3.4,113.99,,,,,,,,55.2,0,#N/A,113.99,,,
1,41163.54,55.36,0,3.48,113.95,,,,,,,,55.35,0,#N/A,113.95,,,
1,41163.58,58.64,0,3.83,113.09,,,,,,,,58.63,0,#N/A,113.09,,,
1,41163.61,60.31,0,3.57,112.64,,,,,,,,60.3,0,#N/A,112.64,,,
1,41163.62,61.12,0,3.4,112.43,,,,,,,,61.11,0,#N/A,112.43,,,
1,41163.63,61.28,0,3.31,112.39,,,,,,,,61.27,0,#N/A,112.39,,,
1,41163.67,66.64,0,38.98,110.94,,,,,,,,66.63,0,#N/A,110.94,,,
1,41163.71,101.3,34.67,43.78,97.01,,,,,,,,101.29,34.67,#N/A,97.01,,,
1,41163.75,116.83,50.2,3.4,90.48,,,,,,,,116.82,50.2,#N/A,90.48,,,
1,41163.79,119.67,53.04,3.4,89.32,,,,,,,,119.66,53.04,#N/A,89.32,,,
1,41163.83,122.72,56.09,3.57,88.07,,,,,,,,122.71,56.09,#N/A,88.07,,,
1,41163.88,125.6,58.97,3.57,86.9,,,,,,,,125.59,58.97,#N/A,86.9,,,
1,41163.92,129.56,62.93,3.31,85.33,,,,,,,,129.55,62.93,#N/A,85.33,,,
1,41163.96,132.47,65.84,3.4,84.15,,,,,,,,132.46,65.84,#N/A,84.15,,,
1,41164.00,135.45,68.82,3.4,82.95,,,,,,,,0,0,#N/A,82.95,,,
1,41164.04,138.28,68.82,3.31,82.19,,,,,,,,2.83,0,#N/A,82.19,,,
1,41164.08,141.31,68.82,3.48,81.39,,,,,,,,5.86,0,#N/A,81.39,,,
1,41164.13,144.33,68.82,3.31,80.59,,,,,,,,8.88,0,#N/A,80.59,,,
1,41164.17,153.81,68.82,14.09,78.04,,,,,,,,18.36,0,#N/A,78.04,,,
1,41164.21,160.87,68.82,5.73,76.31,,,,,,,,25.42,0,#N/A,76.31,,,
1,41164.25,168.58,68.82,27.7,74.26,,,,,,,,33.13,0,#N/A,74.26,,,
1,41164.29,170.52,68.82,1.66,73.73,,,,,,,,35.07,0,#N/A,73.73,,,
1,41164.33,173.53,68.82,4.22,72.91,,,,,,,,38.08,0,#N/A,72.91,,,
1,41164.38,177.25,68.82,4.58,71.92,,,,,,,,41.8,0,#N/A,71.92,,,
1,41164.42,180.99,68.82,3.48,70.93,,,,,,,,45.54,0,#N/A,70.93,,,
1,41164.46,183.96,68.82,3.31,70.14,,,,,,,,48.51,0,#N/A,70.14,,,
1,41164.50,187,68.82,3.22,69.34,,,,,,,,51.55,0,#N/A,69.34,,,
1,41167.13,0.01,0,0,0.2,,,,,,,,0,0,#N/A,0.2,,,
1,41167.21,0.01,0,0,0.2,,,,,,,,0,0,#N/A,0.2,,,
1,41167.25,8.79,0,29.94,197.81,,,,,,,,8.78,0,#N/A,197.81,,,
1,41167.26,15.2,0,29.22,196.09,,,,,,,,15.19,0,#N/A,196.09,,,
1,41167.29,26.21,0,1.06,193.11,,,,,,,,26.2,0,#N/A,193.11,,,
1,41167.33,28.31,0,5.91,192.54,,,,,,,,28.3,0,#N/A,192.54,,,
1,41167.38,34.04,0,2.96,191,,,,,,,,34.03,0,#N/A,191,,,
1,41167.41,36.34,0,2.45,190.43,,,,,,,,36.33,0,#N/A,190.43,,,
1,41167.42,36.34,0,2.45,190.43,,,,,,,,36.33,0,#N/A,190.43,,,
1,41167.46,37.88,0,0,190.03,,,,,,,,37.87,0,#N/A,190.03,,,
1,41167.50,38.34,0,0.46,189.91,,,,,,,,38.33,0,#N/A,189.91,,,
1,41167.53,38.37,0,0.55,189.9,,,,,,,,38.36,0,#N/A,189.9,,,
1,41167.54,38.37,0,0,189.9,,,,,,,,38.36,0,#N/A,189.9,,,
1,41167.58,46.64,0,3.57,187.68,,,,,,,,46.63,0,#N/A,187.68,,,
1,41167.63,49.82,0,3.57,186.84,,,,,,,,49.81,0,#N/A,186.84,,,
1,41167.67,55.93,0,12.36,185.21,,,,,,,,55.92,0,#N/A,185.21,,,
1,41167.71,74.34,18.41,52.19,177.69,,,,,,,,74.33,18.41,#N/A,177.69,,,
1,41167.75,88.99,33.06,3.4,171.55,,,,,,,,88.98,33.06,#N/A,171.55,,,
1,41167.79,91.94,36.01,3.4,170.35,,,,,,,,91.93,36.01,#N/A,170.35,,,
1,41167.83,94.77,38.84,3.4,169.2,,,,,,,,94.76,38.84,#N/A,169.2,,,
1,41167.88,98.05,42.12,3.4,167.86,,,,,,,,98.04,42.12,#N/A,167.86,,,
1,41167.92,100.9,44.97,3.4,166.7,,,,,,,,100.89,44.97,#N/A,166.7,,,
1,41167.96,103.92,47.99,3.57,165.46,,,,,,,,103.91,47.99,#N/A,165.46,,,
1,41168.00,106.87,50.94,3.57,164.33,,,,,,,,0,0,#N/A,164.33,,,
1,41168.04,3.02,0,3.14,163.57,,,,,,,,3.02,0,#N/A,163.57,,,
1,41168.06,3.82,0,3.4,163.35,,,,,,,,3.82,0,#N/A,163.35,,,
1,41168.08,5.73,0,3.4,162.84,,,,,,,,5.73,0,#N/A,162.84,,,
1,41168.13,9.1,0,3.31,161.93,,,,,,,,9.1,0,#N/A,161.93,,,
1,41168.14,9.9,0,3.31,161.71,,,,,,,,9.9,0,#N/A,161.71,,,
1,41168.15,11.4,0,16.04,161.31,,,,,,,,11.4,0,#N/A,161.31,,,
1,41168.17,13.93,0,5.64,160.62,,,,,,,,13.93,0,#N/A,160.62,,,
1,41168.21,16.09,0,3.48,160.04,,,,,,,,16.09,0,#N/A,160.04,,,
1,41168.25,31.78,0,27.3,155.83,,,,,,,,31.78,0,#N/A,155.83,,,
